Date,Open,High,Low,Close,Volume,Adj.Close
2015-06-05,536.34998,537.20001,532.52002,533.33002,1375000,533.33002
2015-06-04,537.76001,540.59003,534.32001,536.70001,1335600,536.70001
2015-06-03,539.90997,543.50,537.10999,540.31,1714500,540.31
2015-06-02,532.92999,543.00,531.33002,539.17999,1934700,539.17999
2015-06-01,536.78998,536.78998,529.76001,533.98999,1899600,533.98999
2015-05-29,537.37,538.63,531.45001,532.10999,2584900,532.10999
2015-05-28,538.01001,540.60999,536.25,539.78003,1027900,539.78003
2015-05-27,532.79999,540.54999,531.71002,539.78998,1520400,539.78998
2015-05-26,538.12,539.00,529.88,532.32001,2403400,532.32001
2015-05-22,540.15002,544.19,539.51001,540.10999,1173300,540.10999
2015-05-21,537.95001,543.84003,535.97998,542.51001,1461400,542.51001
2015-05-20,538.48999,542.91998,532.97198,539.27002,1429100,539.27002
2015-05-19,533.97998,540.65997,533.03998,537.35999,1963300,537.35999
2015-05-18,532.01001,534.82001,528.84998,532.29999,1998600,532.29999
2015-05-15,539.17999,539.27399,530.38,533.84998,1962700,533.84998
2015-05-14,533.77002,539.00,532.40997,538.40002,1399100,538.40002
2015-05-13,530.56,534.32202,528.65503,529.62,1252300,529.62
2015-05-12,531.59998,533.20898,525.26001,529.03998,1634200,529.03998
2015-05-11,538.37,541.97998,535.40002,535.70001,905300,535.70001
2015-05-08,536.65002,541.15002,525.00,538.21997,1527600,538.21997
2015-05-07,523.98999,533.46002,521.75,530.70001,1546300,530.70001
2015-05-06,531.23999,532.38,521.08502,524.21997,1567000,524.21997
2015-05-05,538.21002,539.73999,530.39099,530.79999,1383100,530.79999
2015-05-04,538.53003,544.07001,535.06,540.78003,1308000,540.78003
2015-05-01,538.42999,539.53998,532.09998,537.90002,1768200,537.90002
2015-04-30,547.87,548.59003,535.04999,537.34003,2082200,537.34003
2015-04-29,550.46997,553.67999,546.90503,549.08002,1698800,549.08002
2015-04-28,554.64001,556.02002,550.36603,553.67999,1491000,553.67999
2015-04-27,563.39001,565.95001,553.20001,555.37,2398000,555.37
2015-04-24,566.10252,571.14259,557.25251,565.06256,4932500,565.06256
2015-04-23,541.00244,550.96249,540.23244,547.00247,4184900,547.00247
2015-04-22,534.40243,541.08249,531.7524,539.36746,1593600,539.36746
2015-04-21,537.51246,539.39243,533.67741,533.97241,1844800,533.97241
2015-04-20,525.60235,536.09242,524.50235,535.38241,1679300,535.38241
2015-04-17,528.66238,529.84243,521.01237,524.05239,2144100,524.05239
2015-04-16,529.90241,535.59246,529.61237,533.80239,1299900,533.80239
2015-04-15,528.70241,534.73243,523.22235,532.53243,2318800,532.53243
2015-04-14,536.25241,537.57244,528.09435,530.3924,2604100,530.3924
2015-04-13,538.41239,544.06246,537.31245,539.1724,1645300,539.1724
2015-04-10,542.29241,542.29241,537.31245,540.01248,1409500,540.01248
2015-04-09,541.03249,541.95249,535.49239,540.78247,1557900,540.78247
2015-04-08,538.38246,543.85241,538.38246,541.61245,1178500,541.61245
2015-04-07,538.08244,542.69243,536.00239,537.02247,1302900,537.02247
2015-04-06,532.22237,538.41239,529.57241,536.76743,1324400,536.76743
2015-04-02,540.85243,540.85243,533.8494,535.53248,1716400,535.53248
2015-04-01,548.60244,551.14249,539.50247,542.56244,1963100,542.56244
2015-03-31,550.00246,554.71252,546.72247,548.00247,1588000,548.00247
2015-03-30,551.6225,553.47249,548.17249,552.0325,1287500,552.0325
2015-03-27,553.00251,555.28257,548.13246,548.34251,1897500,548.34251
2015-03-26,557.59255,558.90254,550.6525,555.17252,1572600,555.17252
2015-03-25,570.50259,572.2626,558.74249,558.78748,2152300,558.78748
2015-03-24,562.56254,574.5926,561.21259,570.1926,2583300,570.1926
2015-03-23,560.43255,562.36253,555.83254,558.81251,1643800,558.81251
2015-03-20,561.65257,561.72253,559.05255,560.36254,2616900,560.36254
2015-03-19,559.39253,560.80253,556.14755,557.99251,1197300,557.99251
2015-03-18,552.50248,559.78258,547.00247,559.50251,2134500,559.50251
2015-03-17,551.71253,553.80249,548.00247,550.84253,1805500,550.84253
2015-03-16,550.95251,556.85248,546.00248,554.51251,1641000,554.51251
2015-03-13,553.50254,558.40257,544.22245,547.3225,1703600,547.3225
2015-03-12,553.51251,556.37253,550.46252,555.51251,1389600,555.51251
2015-03-11,555.14253,558.14252,550.68249,551.18251,1820800,551.18251
2015-03-10,564.25254,564.85251,554.73247,555.01254,1792300,555.01254
2015-03-09,566.86254,570.27259,563.5375,568.85256,1062100,568.85256
2015-03-06,574.88258,576.68262,566.7626,567.68756,1659100,567.68756
2015-03-05,575.02262,577.91262,573.41255,575.33261,1389600,575.33261
2015-03-04,571.87256,577.11258,568.01261,573.37258,1876800,573.37258
2015-03-03,570.45259,575.39265,566.52256,573.64261,1704800,573.64261
2015-03-02,560.53256,572.15262,558.75253,571.3426,2129600,571.3426
2015-02-27,554.24248,564.7126,552.9025,558.40257,2410200,558.40257
2015-02-26,543.21248,556.14253,541.50246,555.48252,2311500,555.48252
2015-02-25,535.90245,546.22244,535.44741,543.87249,1826000,543.87249
2015-02-24,530.00242,536.7924,528.25238,536.09242,1005100,536.09242
2015-02-23,536.0524,536.44147,529.41236,531.91238,1457900,531.91238
2015-02-20,543.13248,543.75247,535.80244,538.95244,1444400,538.95244
2015-02-19,538.04241,543.11247,538.01242,542.87243,989100,542.87243
2015-02-18,541.40246,545.49247,537.51246,539.70242,1453100,539.70242
2015-02-17,546.83251,550.00246,541.09247,542.8425,1616800,542.8425
2015-02-13,543.35245,549.91249,543.13248,549.0125,1900300,549.0125
2015-02-12,537.2524,544.82248,534.67539,542.93247,1620200,542.93247
2015-02-11,535.30242,538.45247,533.3804,535.97241,1377800,535.97241
2015-02-10,529.30238,537.70243,526.92238,536.94241,1749900,536.94241
2015-02-09,528.00237,532.00241,526.02239,527.83241,1267800,527.83241
2015-02-06,527.64243,537.20246,526.41237,531.00242,1749400,531.00242
2015-02-05,523.79233,528.50239,522.09236,527.58239,1849800,527.58239
2015-02-04,529.2424,532.67442,521.27236,522.76235,1663700,522.76235
2015-02-03,528.00237,533.40243,523.26238,529.2424,2038700,529.2424
2015-02-02,531.73238,533.00241,518.55232,528.48238,2849800,528.48238
2015-01-30,515.86232,539.87244,515.52234,534.52244,5606400,534.52244
2015-01-29,511.00231,511.09231,501.20227,510.66233,4186400,510.66233
2015-01-28,522.78242,522.99235,510.00232,510.00232,1683800,510.00232
2015-01-27,529.97237,530.7024,518.19238,518.63237,1904000,518.63237
2015-01-26,538.53247,539.00244,529.67241,535.21245,1543700,535.21245
2015-01-23,535.59246,542.17245,533.00241,539.95244,2281700,539.95244
2015-01-22,521.48235,536.33246,519.70238,534.39245,2676900,534.39245
2015-01-21,507.25228,519.28241,506.20231,518.04231,2268700,518.04231
2015-01-20,511.00231,512.50231,506.01828,506.90229,2227900,506.90229
2015-01-16,500.01227,508.1923,500.00227,508.08229,2298300,508.08229
2015-01-15,505.57229,505.68227,497.76227,501.79227,2715800,501.79227
2015-01-14,494.65224,503.23229,493.00223,500.87227,2235700,500.87227
2015-01-13,498.84226,502.9823,492.39225,496.18225,2370500,496.18225
2015-01-12,494.94225,495.97826,487.56221,492.55221,2322400,492.55221
2015-01-09,504.7623,504.92228,494.79224,496.17227,2069400,496.17227
2015-01-08,497.99224,503.4823,491.00221,502.68225,3353600,502.68225
2015-01-07,507.0023,507.24629,499.65225,501.10227,2065100,501.10227
2015-01-06,515.00236,516.17733,501.05227,501.96226,2899900,501.96226
2015-01-05,523.26238,524.33239,513.06231,513.87231,2059800,513.87231
2015-01-02,529.0124,531.27244,524.10233,524.8124,1447600,524.8124
2014-12-31,531.25243,532.60238,525.80236,526.4024,1368200,526.4024
2014-12-30,528.0924,531.15242,527.13237,530.42239,876300,530.42239
2014-12-29,532.19245,535.48241,530.01337,530.33243,2278500,530.33243
2014-12-26,528.77242,534.25242,527.31236,534.03245,1036000,534.03245
2014-12-24,530.51242,531.76139,527.02238,528.77242,705900,528.77242
2014-12-23,527.00237,534.56241,526.29235,530.59242,2197600,530.59242
2014-12-22,516.08235,526.46238,516.08235,524.87238,2723800,524.87238
2014-12-19,511.51232,517.72234,506.91331,516.35231,3690200,516.35231
2014-12-18,512.95233,513.87231,504.70229,511.10232,2926700,511.10232
2014-12-17,497.00225,507.0023,496.81224,504.8923,2883200,504.8923
2014-12-16,511.56232,513.05231,489.00222,495.39227,3964300,495.39227
2014-12-15,522.74234,523.10233,513.27233,513.80229,2813400,513.80229
2014-12-12,523.51239,528.50239,518.6623,518.6623,1994600,518.6623
2014-12-11,527.80235,533.92241,527.10238,528.34241,1610800,528.34241
2014-12-10,533.0824,536.33246,525.56239,526.06235,1712300,526.06235
2014-12-09,522.14236,534.19244,520.50237,533.37244,1871300,533.37244
2014-12-08,527.13237,531.00242,523.79233,526.98236,2329400,526.98236
2014-12-05,531.00242,532.89243,524.28239,525.26237,2565600,525.26237
2014-12-04,531.1624,537.34243,528.59242,537.31245,1392100,537.31245
2014-12-03,531.4424,535.99842,529.26241,531.32238,1278000,531.32238
2014-12-02,533.51241,535.50243,529.80241,533.75239,1525800,533.75239
2014-12-01,538.90244,541.41243,531.86238,533.80239,2115400,533.80239
2014-11-28,540.62243,542.00243,536.60243,541.83247,1148300,541.83247
2014-11-26,540.88248,541.55241,537.04444,540.37241,1523000,540.37241
2014-11-25,539.00244,543.98241,538.60444,541.08249,1789100,541.08249
2014-11-24,537.65249,542.70247,535.62245,539.27247,1706000,539.27247
2014-11-21,541.61245,542.14246,536.5624,537.50242,2223700,537.50242
2014-11-20,531.25243,535.11238,531.08241,534.83244,1562000,534.83244
2014-11-19,535.0024,538.24242,530.08241,536.99241,1391600,536.99241
2014-11-18,537.50242,541.94245,534.17242,535.03245,1962700,535.03245
2014-11-17,543.58245,543.79244,534.06336,536.51246,1725800,536.51246
2014-11-14,546.68244,546.68244,542.1525,544.40251,1289200,544.40251
2014-11-13,549.80245,549.80245,543.48244,545.38249,1339400,545.38249
2014-11-12,550.39251,550.46252,545.17244,547.31247,1129400,547.31247
2014-11-11,548.49246,551.94247,546.30249,550.29244,965500,550.29244
2014-11-10,541.4625,549.59252,541.02245,547.49246,1134600,547.49246
2014-11-07,546.21252,546.21252,538.67244,541.01247,1633800,541.01247
2014-11-06,545.50245,546.88747,540.97238,542.04246,1333300,542.04246
2014-11-05,556.80248,556.80248,544.05243,545.92242,2032300,545.92242
2014-11-04,553.00251,555.50253,549.30248,554.11249,1244200,554.11249
2014-11-03,555.50253,557.90254,553.23251,555.22246,1382300,555.22246
2014-10-31,559.3525,559.57253,554.75249,559.08254,2035100,559.08254
2014-10-30,548.95252,552.8025,543.51249,550.31251,1455500,550.31251
2014-10-29,550.00246,554.19254,546.98246,549.33253,1770500,549.33253
2014-10-28,543.00249,548.98245,541.62242,548.90252,1271000,548.90252
2014-10-27,537.03244,544.41242,537.03244,540.7725,1185300,540.7725
2014-10-24,544.36248,544.88246,535.79241,539.78248,1973100,539.78248
2014-10-23,539.32247,547.22244,535.85239,543.98241,2348800,543.98241
2014-10-22,529.89244,539.80243,528.80235,532.71243,2919300,532.71243
2014-10-21,525.19235,526.79238,519.11232,526.54237,2336300,526.54237
2014-10-20,509.45232,521.76235,508.1023,520.84241,2607500,520.84241
2014-10-17,527.25238,530.9824,508.53231,511.17234,5539400,511.17234
2014-10-16,519.00234,529.43237,515.00236,524.51239,3708600,524.51239
2014-10-15,531.01239,532.8024,518.30236,530.03241,3719400,530.03241
2014-10-14,538.90244,547.19251,533.17237,537.94241,2222600,537.94241
2014-10-13,544.99244,549.50249,533.10241,533.21246,2581700,533.21246
2014-10-10,557.72248,565.13258,544.05243,544.49248,3081900,544.49248
2014-10-09,571.18256,571.49255,559.06252,560.88258,2524800,560.88258
2014-10-08,565.57257,573.88259,557.49248,572.50258,1990900,572.50258
2014-10-07,574.40263,575.27263,563.74253,563.74253,1911300,563.74253
2014-10-06,578.80257,581.00264,574.44259,577.35261,1214600,577.35261
2014-10-03,573.05261,577.22758,572.50258,575.28261,1141700,575.28261
2014-10-02,567.31257,571.91258,563.32256,570.08261,1178400,570.08261
2014-10-01,576.01264,577.58261,567.01255,568.2726,1445500,568.2726
2014-09-30,576.93258,579.85263,572.85254,577.36259,1621700,577.36259
2014-09-29,571.7526,578.19263,571.17258,576.36259,1282400,576.36259
2014-09-26,576.06264,579.2526,574.66256,577.1026,1443700,577.1026
2014-09-25,587.55265,587.98266,574.1826,575.06258,1926000,575.06258
2014-09-24,581.46264,589.63269,580.52262,587.99263,1728100,587.99263
2014-09-23,586.85261,586.85261,581.00264,581.13263,1471400,581.13263
2014-09-22,593.82271,593.95166,583.46269,587.37265,1689500,587.37265
2014-09-19,591.50269,596.48265,589.5027,596.08269,3736600,596.08269
2014-09-18,587.00268,589.54266,585.00262,589.27269,1444600,589.27269
2014-09-17,580.01262,587.52266,578.77766,584.77268,1692800,584.77268
2014-09-16,572.76257,581.50261,572.66257,579.95264,1480400,579.95264
2014-09-15,572.94257,574.9526,568.21262,573.10255,1597600,573.10255
2014-09-12,581.00264,581.64264,574.46261,575.62259,1601700,575.62259
2014-09-11,580.36264,581.8126,576.26259,581.3526,1221000,581.3526
2014-09-10,581.50261,583.50266,576.94262,583.10264,977400,583.10264
2014-09-09,588.90272,589.00267,580.00264,581.01261,1287200,581.01261
2014-09-08,586.60265,591.77272,586.30264,589.72266,1431000,589.72266
2014-09-05,583.98261,586.55265,581.95263,586.08267,1632400,586.08267
2014-09-04,580.00264,586.00268,579.22261,581.98262,1458200,581.98262
2014-09-03,580.00264,582.99265,575.0026,577.94261,1215100,577.94261
2014-09-02,571.85254,577.83263,571.19259,577.33266,1578400,577.33266
2014-08-29,571.33263,572.04258,567.07155,571.60253,1083800,571.60253
2014-08-28,569.56257,573.25256,567.10252,569.20258,1292900,569.20258
2014-08-27,577.27262,578.49258,570.10563,571.00256,1703400,571.00256
2014-08-26,581.26263,581.80262,576.58262,577.86262,1639700,577.86262
2014-08-25,584.72262,585.00262,579.00265,580.20265,1361400,580.20265
2014-08-22,583.59269,585.23868,580.64264,582.56264,789100,582.56264
2014-08-21,583.82263,584.50266,581.14267,583.37266,914800,583.37266
2014-08-20,585.88266,586.70266,582.57262,584.49262,1036700,584.49262
2014-08-19,585.00262,587.34266,584.00263,586.86264,978700,586.86264
2014-08-18,576.11258,584.51263,576.0026,582.16262,1284100,582.16262
2014-08-15,577.86262,579.3826,570.5226,573.48256,1519200,573.48256
2014-08-14,576.1826,577.90265,570.8826,574.65264,985500,574.65264
2014-08-13,567.31257,575.0026,565.75256,574.78264,1441800,574.78264
2014-08-12,564.52257,565.90257,560.88258,562.73256,1542000,562.73256
2014-08-11,569.99259,570.49255,566.00258,567.88255,1214700,567.88255
2014-08-08,563.56254,570.25258,560.3525,568.77263,1494800,568.77263
2014-08-07,568.00257,569.89258,561.10248,563.36252,1110900,563.36252
2014-08-06,561.78257,570.7026,560.00254,566.37659,1334400,566.37659
2014-08-05,570.05256,571.9826,562.61254,565.0726,1551200,565.0726
2014-08-04,569.04253,575.35256,564.10253,573.15262,1427300,573.15262
2014-08-01,570.40258,575.96263,562.85252,566.07259,1955300,566.07259
2014-07-31,580.60262,583.65267,570.00256,571.60253,2102800,571.60253
2014-07-30,586.55265,589.5027,584.00263,587.42265,1016500,587.42265
2014-07-29,588.75265,589.70271,583.51765,585.61263,1349900,585.61263
2014-07-28,588.07269,592.50268,584.75567,590.60264,986800,590.60264
2014-07-25,590.40269,591.86268,587.03266,589.02268,932500,589.02268
2014-07-24,596.45273,599.50272,591.77272,593.35267,1035100,593.35267
2014-07-23,593.23265,597.85268,592.50268,595.98269,1233200,595.98269
2014-07-22,590.72266,599.65272,590.60264,594.74265,1699200,594.74265
2014-07-21,591.7527,594.40273,585.23562,589.47265,2062100,589.47265
2014-07-18,593.00271,596.80268,582.00263,595.0827,4014200,595.0827
2014-07-17,579.53267,580.9926,568.61258,573.73258,3016600,573.73258
2014-07-16,588.00267,588.40269,582.20265,582.66259,1397100,582.66259
2014-07-15,585.74263,585.80763,576.56261,584.78266,1623000,584.78266
2014-07-14,582.60261,585.21267,578.03264,584.87263,1854100,584.87263
2014-07-11,571.91258,580.85263,571.42259,579.18265,1621700,579.18265
2014-07-10,565.91255,576.59266,565.01256,571.10256,1356700,571.10256
2014-07-09,571.58258,576.72259,569.37854,576.08265,1116800,576.08265
2014-07-08,577.66261,579.53065,566.13759,571.09259,1909500,571.09259
2014-07-07,583.76265,586.43263,579.59264,582.25265,1064600,582.25265
2014-07-03,583.35259,585.01266,580.92259,584.73266,714200,584.73266
2014-07-02,583.35259,585.44267,580.39263,582.33766,1056400,582.33766
2014-07-01,578.32262,584.40265,576.65264,582.67262,1448000,582.67262
2014-06-30,578.6626,579.57263,574.75259,575.28261,1313800,575.28261
2014-06-27,577.18259,579.87265,573.80259,577.24263,2236900,577.24263
2014-06-26,581.00264,582.45266,571.85254,576.0026,1742000,576.0026
2014-06-25,565.26257,579.96262,565.22255,578.65263,1969400,578.65263
2014-06-24,565.19256,572.64861,561.01257,564.62257,2207100,564.62257
2014-06-23,555.15251,565.00258,554.25252,564.95258,1536800,564.95258
2014-06-20,556.85248,557.58251,550.39453,556.36249,4508300,556.36249
2014-06-19,554.24248,555.0025,548.51247,554.90256,2456800,554.90256
2014-06-18,544.86245,553.56252,544.00248,553.37248,1741800,553.37248
2014-06-17,544.2025,545.32245,539.33245,543.01246,1444600,543.01246
2014-06-16,549.26252,549.62245,541.52248,544.28249,1702600,544.28249
2014-06-13,552.2625,552.30247,545.56249,551.76254,1220500,551.76254
2014-06-12,557.30251,557.99251,548.46253,551.35248,1458500,551.35248
2014-06-11,558.00255,559.88252,555.02251,558.84256,1100100,558.84256
2014-06-10,560.51255,563.6025,557.90254,560.55251,1351700,560.55251
2014-06-09,557.15256,562.90258,556.04252,562.12255,1467500,562.12255
2014-06-06,558.06253,558.06253,548.93245,556.33256,1736800,556.33256
2014-06-05,546.4025,554.9525,544.45245,553.90256,1689100,553.90256
2014-06-04,541.50246,548.61248,538.75243,544.66244,1816500,544.66244
2014-06-03,550.99248,552.34256,542.55246,544.9425,1866600,544.9425
2014-06-02,560.70258,560.90259,545.73245,553.93249,1435000,553.93249
2014-05-30,560.80253,561.3525,555.91247,559.89256,1771100,559.89256
2014-05-29,563.35255,564.00252,558.71257,560.08253,1354100,560.08253
2014-05-28,564.57257,567.84258,561.00254,561.6825,1652000,561.6825
2014-05-27,556.0025,566.00258,554.35246,565.95257,2104200,565.95257
2014-05-23,547.26246,553.64251,543.70247,552.70249,1932200,552.70249
2014-05-22,541.13243,547.60245,540.78247,545.06246,1615800,545.06246
2014-05-21,532.90246,539.18544,531.91238,538.94246,1196300,538.94246
2014-05-20,529.74237,536.2324,526.30239,529.77242,1784800,529.77242
2014-05-19,519.70238,529.78246,517.58537,528.86239,1277800,528.86239
2014-05-16,521.39238,521.80238,515.44235,520.63236,1485300,520.63236
2014-05-15,525.70236,525.87238,517.42233,519.98232,1704400,519.98232
2014-05-14,533.00241,533.00241,525.29236,526.65241,1191800,526.65241
2014-05-13,530.89243,536.07241,529.51243,533.09244,1653400,533.09244
2014-05-12,523.51239,530.19239,519.01238,529.92237,1912500,529.92237
2014-05-09,510.75233,519.90239,504.20229,518.73231,2439500,518.73231
2014-05-08,508.4623,517.23229,506.4523,511.00231,2021300,511.00231
2014-05-07,515.79231,516.68232,503.30227,509.96229,3224300,509.96229
2014-05-06,525.23238,526.8124,515.06234,515.14233,1689000,515.14233
2014-05-05,524.82238,528.90242,521.32236,527.81239,1024100,527.81239
2014-05-02,533.76243,534.0024,525.61239,527.93241,1688500,527.93241
2014-05-01,527.11235,532.93239,523.88236,531.35237,1905500,531.35237
2014-04-30,527.60234,528.00237,522.52237,526.66239,1751200,526.66239
2014-04-29,516.90234,529.46243,516.32232,527.70241,2699100,527.70241
2014-04-28,517.18235,518.60232,502.80227,517.15236,3335500,517.15236
2014-04-25,522.5124,524.70236,515.42233,516.18235,2100400,516.18235
2014-04-24,530.07237,531.65245,522.12235,525.16236,1883200,525.16236
2014-04-23,533.79242,533.87241,526.25239,526.94239,2052300,526.94239
2014-04-22,528.64243,537.23239,527.51238,534.81242,2365400,534.81242
2014-04-21,536.1024,536.70243,525.60235,528.62241,2566700,528.62241
2014-04-17,548.81249,549.50249,531.15242,536.1024,6809500,536.1024
2014-04-16,543.00249,557.00249,540.00244,556.54249,4893300,556.54249
2014-04-15,536.82245,538.45247,518.46235,536.44244,3855100,536.44244
2014-04-14,538.25246,544.10243,529.56237,532.52245,2575100,532.52245
2014-04-11,532.55238,540.00244,526.53239,530.60239,3924800,530.60239
2014-04-10,565.00258,565.00258,539.9025,540.95243,4036900,540.95243
2014-04-09,559.62253,565.37255,552.95251,564.14256,3330800,564.14256
2014-04-08,542.60247,555.0025,541.61245,554.90256,3151200,554.90256
2014-04-07,540.74245,548.48248,527.15244,538.15246,4401700,538.15246
2014-04-04,574.65264,577.77265,543.00249,543.14246,6369300,543.14246
2014-04-03,569.85255,587.28268,564.13258,569.74257,5099200,569.74257
2014-04-02,599.99271,604.83276,562.19257,567.00257,147100,567.00257
2014-04-01,558.71257,568.4526,558.71257,567.16256,7900,567.16256
2014-03-31,566.89259,567.00257,556.93254,556.9725,10800,556.9725
2014-03-28,561.20255,566.43259,558.67248,559.9925,41200,559.9925
2014-03-27,568.00257,568.00257,552.92252,558.46255,13100,558.46255
